id,tweet_text,tweet_date,sentiment,query_used
1050732380791721984,"e aí, @radiojovempan gostaria de ouvir a música Morena do cantor @VitorKley com o @addbrunomartini, valeu :) #MPN #VitorKley #OSol",Fri Oct 12 12:58:15 +0000 2018,1,:)
1050728129646522368,@venusdryatae #MPN #BTSARMY #BTS @BTS_twt @onehoney_ desculpa amorzinho te marcar mais a vontade de se iludir e maior :)❤✊🏻,Fri Oct 12 12:41:22 +0000 2018,1,:)
1049318541336502272,"mais um ai que adora passar pano, credibilidade zero desse cara aqui :) #AFazenda10 https://t.co/LyxrUPQd5U",Mon Oct 08 15:20:10 +0000 2018,1,:)
1049308315644321792,@blessvitor Foi ele quem dirigiu? Kkkk queria saber se ele dirigi bem haha :) #OSol #MPN #vitorkley,Mon Oct 08 14:39:32 +0000 2018,1,:)
1049306198401531904,"Antigamente eu conversava com um guri tinha até um crush por ele,ele vota no Bolsonaro até ai tudo bem até a anta da minha irmã vota,mas ontem ele atacou o nordestino pq preferiu o pt que o lixo do Bozo,hj exclui ele do meu facebook :) #MPN #LuanSantana #LuanSantanaTV #Luanetes",Mon Oct 08 14:31:07 +0000 2018,1,:)
1049285239942664192,"Bom dia @transapoprecife, gostaria de ouvir a música Morena do @VitorKley com o @addbrunomartini, desde já agradeço :) #MPN #VitorKley #OSol",Mon Oct 08 13:07:50 +0000 2018,1,:)
1049131100877021184,Alguém pode fazer o favor de jogar esse vídeo no Facebook e Instagram? Já que a edição não mostra nós espalhamos :) #AFazenda10 https://t.co/1jU4NLUCyk,Mon Oct 08 02:55:21 +0000 2018,1,:)
1049120890888380416,@gaga_new2 fico feliz q vc gostou :) @BTS_twt #BTS #MPN #BTSARMY,Mon Oct 08 02:14:46 +0000 2018,1,:)
1049120285407006720,@lirouazalean obrigada por dar uma chance aos meninos!!! :) @BTS_twt #BTS #MPN #BTSARMY,Mon Oct 08 02:12:22 +0000 2018,1,:)
1049113517725556737,Eu votei na Fernanda :) #OSol #MPN #VitorKley https://t.co/odXUyk3p8L,Mon Oct 08 01:45:28 +0000 2018,1,:)
1049107850843377664,zoar sotaque do amiguinho é PRECONCEITO LINGUÍSTICO tá amiguinhos e pode levar ao crime :) #AFazenda10 https://t.co/BDHyiBTEza,Mon Oct 08 01:22:57 +0000 2018,1,:)
1048391674152570881,@stayluanrds Prontinho :) #MPN #LuanSantana #LuanSantanaTV #Luanetes,Sat Oct 06 01:57:07 +0000 2018,1,:)
1048385487935868928,Só eu que acho que o Luan tá deixando o cabelo crescer de novo? Será que o estilo Sansão tá querendo voltar? Será?? :D #MPN #LuanSantanaTV #LuanSantana #Luanetes,Sat Oct 06 01:32:33 +0000 2018,1,:)
1047479278479314946,Roberta é gente boa :) #MasterChefBR,Wed Oct 03 13:31:35 +0000 2018,1,:)
1047418573000462336,"Olá @radiomixfm gostaria de ouvir a música Morena do cantor @VitorKley com o @addbrunomartini, obrigada :) #MPN #VitorKley #OSol",Wed Oct 03 09:30:22 +0000 2018,1,:)
1047410691685195776,Bom dia :) #MPN #BTSARMY @BTS_twt #BTS,Wed Oct 03 08:59:03 +0000 2018,1,:)
1047339572278046721,"@MultiStreamLS E que tenha uma boa memória, só pra você lembrar, que comigo ia ser bem melhor :) Música do nosso nenê #MPN #LuanSantana #LuanSantanaTV #Luanetes",Wed Oct 03 04:16:27 +0000 2018,1,:)
1047327800020140032,CONTANDO até VINTE em várias línguas! :D #MPN #MarianaNolasco,Wed Oct 03 03:29:40 +0000 2018,1,:)
1047324891584892928,"Minha torcida é da Roberta,mas gosto do Thales :) #MasterChefBR",Wed Oct 03 03:18:07 +0000 2018,1,:)
1047324282546802688,Desculpe por ter sumido das votações por esses dias. Mas já estou com vários textos pra votos printíssimos! :D #MPN #MarianaNolasco,Wed Oct 03 03:15:41 +0000 2018,1,:)
1047322618225971201,@cover_vilhena @fazendarecord Mais ?! kkkkkkkk Pesado! :) #ProvaDoFazendeiro #AFazenda10,Wed Oct 03 03:09:05 +0000 2018,1,:)
1047309586481532928,"Thales fez isso no episódio passado, querendo tirar tempo dos outros na prova. E nesse episódio ta choroso porque fizeram ""sacanagem"" com ele. :) #MasterChefBR",Wed Oct 03 02:17:18 +0000 2018,1,:)
1047308360356433920,depois da conversa da ana com chulapa acho que melhorou pro lado dela. ela ta longe de ser santa mas nesse embate ela ta certa :) #AFazenda10,Wed Oct 03 02:12:25 +0000 2018,1,:)
1046739148244242437,"No fim,a verdade é que realmente vai ser uma semana foda para a Nadja. A Perla deixou ela sozinha na casa em pro de ficar do lado de pessoas que nem ligavam para ela,dias atras. Se não for uma estrategia de jogo, queria saber oque as pessoas acham que isso é :) #afazenda10",Mon Oct 01 12:30:35 +0000 2018,1,:)
1046267633027477506,"gente eu criei um ig para os meninos,se vocês me seguissem eu ia ficar bem feliz :)💜 falta terminar algumas coisas ainda,espero que fique bom,não levo muito jeito pra essas coisas :/ https://t.co/UGJUf1P2cz :) #MPN #BTSARMY #BTS https://t.co/of4PSXda6S",Sun Sep 30 05:16:57 +0000 2018,1,:)
1045525246474891264,"Vamo ir dormir pq amanhã ainda tem aula, não tá fácil pra ninguém. Boa noite e lembrem-se sempre: Jikook namora fofinho e transa selvagem, só não sabemos qual eles estão fazendo agr :) #MPN #BTS #BTSARMY @BTS_twt",Fri Sep 28 04:06:58 +0000 2018,1,:)
1045517820212269056,"O #TheVoiceBrasil é que perdeu o Kevin Ndjana, já nós, aguardamos os próximos trabalhos dele :)",Fri Sep 28 03:37:27 +0000 2018,1,:)
1045513736197427201,Ceis acham que acabou por aqui? Calma que tem eleição e vão cagar nas votações tudo de novo :) #TheVoiceBrasil,Fri Sep 28 03:21:14 +0000 2018,1,:)
1045512468997591041,#EliminacaoAFazenda #AFazenda10 Uhullll ela ficou ela voltou com tudo parabéns #FicaLuane :D,Fri Sep 28 03:16:11 +0000 2018,1,:)
1045511609697914880,Cidade ta parada assistindo o #TheVoiceBrasil. Se o Léo Pain ganhar fazem carreata eu acho : ),Fri Sep 28 03:12:47 +0000 2018,1,:)
1045508192346755073,Namjoon é muito fofo ❤️❤️💜😍🧡😍🧡💛💓😘🧡😫🤤💜❤️🧡🖤💛💓💚💖💞❤️💝💛💗💚💕💘💘💛💚💙 😍😫😘 Ajudem a limpar o nome do Namjoon no search :) #MPN #BTS⁠ ⁠ #BTSARMY @BTS_twt https://t.co/yplgPkFsBm,Fri Sep 28 02:59:12 +0000 2018,1,:)
1045507978944802816,"@writeguk @BTS_twt @SuperStarBTStwt Vamos conseguir, é só não se permitir desistir tão fácil. Fighting! :) #MPN #BTSARMY #BTS @BTS_twt",Fri Sep 28 02:58:21 +0000 2018,1,:)
1045507064657833984,"Pra um casal se assumir, eles não precisam vir a público e dizer ""nós namoramos"". e essa é minha opinião. Jikook já se assumiu, vocês que não perceberam. é isto. Boa noite. Um beijo no pescoço de vocês igual o que o Jimin deu no namorado dele :). #MPN #BTS #BTSARMY @BTS_twt https://t.co/eqZpZbcbLa",Fri Sep 28 02:54:43 +0000 2018,1,:)
1045502853585022976,Minha mãe é amiga de infância do Leo Pain :p #TheVoiceBrasil,Fri Sep 28 02:37:59 +0000 2018,1,:)
1045496465618083841,"Eu estou torcendo pelo Kevin, é um artista incrível que não tem no mercado atualmente! Adoraria ir em um show dele :))) #TheVoiceBrasil",Fri Sep 28 02:12:36 +0000 2018,1,:)
1045496223015292928,"Kevin, pra mim. campeão :) desde o começo. Não mudei. Artistão #TheVoice #TheVoiceBr #TheVoiceBrasil",Fri Sep 28 02:11:38 +0000 2018,1,:)
1045478944630341633,[MUTIRÃO OFF] Finalizamos aqui os mutirões de hj ARMY!! Obrigada por nos ajudar :) Vou deixando uma tarefa super fácil do #RankingRD Dê a sua joinha💖 no ranking da @RadioDisneyBRA no site 👇 https://t.co/le4QfnMgkK #MPN #BTSARMY #BTS @BTS_twt https://t.co/xJrfyLfV2B,Fri Sep 28 01:02:59 +0000 2018,1,:)
1045472456000131073,"@BTSxNORTE @BTS_twt @NICKIMINAJ @BTSxBRAZIL @BTSxCENT @BTSxNORD @BTSxSUL @BTSxSUD @BigHitEnt De nada :) eu dei uma sumida,mas tô de volta com toda força pra ajudar os meninos #MPN #BTSARMY #BTS @BTS_twt",Fri Sep 28 00:37:12 +0000 2018,1,:)
1045459440479154176,@Joaoguiavila Um menino fofo ele :) #mpn #joaoguilherme #mpn #joaoguilherme #mpn #jadepicon,Thu Sep 27 23:45:28 +0000 2018,1,:)
1045458195001544705,lindezas :) #MPN #Anavitoria https://t.co/lmLqHzoieP,Thu Sep 27 23:40:32 +0000 2018,1,:)
1045428780012113920,@GLADILLIS @BTS_twt O meu foi bom :) #BTS #MPN #BTSARMY @BTS_twt,Thu Sep 27 21:43:38 +0000 2018,1,:)
1045428420769959936,@_paulinhasilva7 @jjkseokjin @_dudadavid @daegu3009 Boa sorte :) #BTS #BTSARMY #MPN,Thu Sep 27 21:42:13 +0000 2018,1,:)
1045423959066521600,"@taestiggularity @BTS_twt Acho que estamos nessa terra pra sermos felizes, então nem todos os dias podem ser ruim :) O meu dia foi ótimo #BTS #MPN #BTSARMY @BTS_twt",Thu Sep 27 21:24:29 +0000 2018,1,:)
1045423043387031558,"@Vihlovesbangtan @NoivaJJin @BTS_twt Fale com sua mamis, é muito bom :) #BTS #MPN #BTSARMY @BTS_twt",Thu Sep 27 21:20:51 +0000 2018,1,:)
1045421282853081088,"@taestiggularity @BTS_twt Amanhã o dia vai ser melhor, você vai ver :) #BTS #MPN #BTSARMY @BTS_twt",Thu Sep 27 21:13:51 +0000 2018,1,:)
1045420458085101568,@RenataShoseok @BTS_twt Foi otimo :) #BTS #MPN #BTSARMY @BTS_twt,Thu Sep 27 21:10:34 +0000 2018,1,:)
1045388992110309378,"qro tanto que a larilda faça live aq, pq aí da p eu ver :) #MPN #LarissaManoela #LarissaManoelaIG #FalaSerioMae",Thu Sep 27 19:05:32 +0000 2018,1,:)
1045387267890704384,"@MonjaAlly @Camila_Cabello Awww kha bonitoo!!!! :3 Felicidades, te lo mereces!!! :D #MPN #CamilaCabello @Camila_Cabello https://t.co/WTjyeeflfu",Thu Sep 27 18:58:41 +0000 2018,1,:)
1045382157609422848,@MonjaAlly @Camila_Cabello Que lindoo monja Felicidades :) #MPN #CamilaCabello @Camila_Cabello,Thu Sep 27 18:38:23 +0000 2018,1,:)
1045379310381670400,"Diz a lenda que se você der RT aqui, você vau abraçar a Larissa daqui pro final do ano :) #mpn #larissamanoela #falaseriomae #larissamanoelaig https://t.co/9HE0sRF3gx",Thu Sep 27 18:27:04 +0000 2018,1,:)
1045369565197357056,"#AFazenda #AFazenda10 Pra quem acredita, sorry, mas a mim não enganam :P https://t.co/HrPstlJ47y",Thu Sep 27 17:48:21 +0000 2018,1,:)
1045343111814287361,@VitorKley Deixa isso pra lá Nossa vida é passageira Se ainda pensa em mim É por que valeu a pena :) #MPN #VitorKley #OSol,Thu Sep 27 16:03:14 +0000 2018,1,:)
1045328583097552897,da sim :) #MPN #JoaoGuilherme #JadePicon https://t.co/qthmrZlLkF,Thu Sep 27 15:05:30 +0000 2018,1,:)
1045129313543213056,@maisasilva oi amorzinho eu demorei mas to aqui se ainda quiser seguir :) #mpn #maisasilvatv #maisasilvaig #maisasilva #maisanicholas,Thu Sep 27 01:53:40 +0000 2018,1,:)
1045128025522753537,TIMES DE FUTEBOL! :D #MPN #MarianaNolasco,Thu Sep 27 01:48:33 +0000 2018,1,:)
1045125552741519360,@maisasilva Segue eu linda #MPN #MaisaSilvaTV #MaisaNicholas #maisasilvaig #MaisaSilvaIG :),Thu Sep 27 01:38:43 +0000 2018,1,:)
1045125275439300609,"@maisasilva oi, meu sonho te encontrar no forfun :) #mpn #maisasilvatv #maisasilvaig #maisasilva #maisanicholas",Thu Sep 27 01:37:37 +0000 2018,1,:)
1045123848394461184,:) #RedeRecord @RedeRecord #Afazenda10 #Afazenda \o/ bora que ja tá quase na hora ☝️👀,Thu Sep 27 01:31:57 +0000 2018,1,:)
1045123163892461568,u.U esse #MarcosMingnon coloca a gente em cada enrosco viu... e agora O.O assistir a Super #Afazenda10 ou o Timão??? :D bora de @RedeRecord,Thu Sep 27 01:29:14 +0000 2018,1,:)
1045114123686739968,"LOVE YOURSELF - SE AME LOVE MYSELF - EU ME AMO PEACE - PAZ ou seja quando você se ama, a partir do momento que aceita isso você fica em paz com você mesmo :) #MPN #BTSARMY #BTS⁠ ⁠⁠ ⁠ @BTS_twt https://t.co/V2viQf8irO",Thu Sep 27 00:53:19 +0000 2018,1,:)
1045108835197874177,A @MarianaNolasco passou para a segunda fase do #MPN ! :D Vamos votar bastante e dar o bicampeonato a ela! #MPN #MarianaNolasco,Thu Sep 27 00:32:18 +0000 2018,1,:)
1045102112479285250,@VitorKley Tudo bem sim :) e vc? #MPN #VitorKley #OSol,Thu Sep 27 00:05:35 +0000 2018,1,:)
1045083118204530688,Estou compartilhando para que vocês saibam. :) @felipeneto fala sobre o Willy no seu canal :* manda um salve pra mim. @sophiaabrahao @larimanoela @LukasMarqs @DanielMologni #MPN #LarissaManoelaIG #LarissaManoela #FalaSerioMae https://t.co/ZKqhhLSism,Wed Sep 26 22:50:06 +0000 2018,1,:)
1045079905464127488,AEEEE estamos na segunda fase do #MPN 🧡 conto com a ajuda dos votos de vcs pra levarmos essa pra casa :) #JoaoGuilherme https://t.co/9R9lC3JYTo,Wed Sep 26 22:37:20 +0000 2018,1,:)
1045044705946464261,Vontade de voltar no tempo e aproveitar de novo esse show que foi d+!! Agora torcendo para o meu ídolo ganhar esse prêmio :) #MPN #VitorKley #OSol https://t.co/sCB07lCQzH,Wed Sep 26 20:17:28 +0000 2018,1,:)
1045007105357434880,amanhã a gente volta com o mutirão certinho aqui! :) #MPN #Anavitoria,Wed Sep 26 17:48:03 +0000 2018,1,:)
1045004021466116096,"""E eu te digo outra vez Tu tem pra mim o nome mais bonito A boca canta ao te chamar Teu canto chama o meu sorriso"" Música linda da AnaVitória que não sai da minha cabeça rs Aproveitar aqui pra votar no @VitorKley que com certeza vai ganhar esse prêmio :) #MPN #VitorKley #OSol",Wed Sep 26 17:35:48 +0000 2018,1,:)
1044841656795713538,CONTANDO ATÉ VINTE em VÁRIAS LÍNGUAS! :D #MPN #MarianaNolasco,Wed Sep 26 06:50:37 +0000 2018,1,:)
1044813138326155269,"Que lindo de ver gente comentando, no IG da Ana, mandando ela melhorar, mandando energia positiva amor, mandando ela ficar mais um pouco lá dentro para se tornar campeã, mandando ela ficar bem, mandando ela melhorar! Isso tudo, tenho certeza que Ana está sentindo! :) #AFazenda10",Wed Sep 26 04:57:18 +0000 2018,1,:)
1044805866065670145,Já decidi pra quem torcerei pra ganhar o #MasterChefBR profissionais: a Heaven! :),Wed Sep 26 04:28:24 +0000 2018,1,:)
1044805404247699456,@masterchefbr Queria participar... Mas só sei fazer Miojo com molho de água e tempero que vem :D. #MasterChefBR,Wed Sep 26 04:26:34 +0000 2018,1,:)
1044795940824125441,"Paulo saiu.....não sei pq, mas eu tinha preguiça dele!! :) #MasterChefBR",Wed Sep 26 03:48:58 +0000 2018,1,:)
1044788270356418561,#MasterChefBR marcela se fingindo de coveira pra q??? :D,Wed Sep 26 03:18:29 +0000 2018,1,:)
1044786611161116672,"Kevin vencedor, o resto só canta merda :) #TheVoiceBrasil",Wed Sep 26 03:11:53 +0000 2018,1,:)
1044785798606991360,Ainda n acreditando que o Murilo saiu :) #TheVoiceBrasil,Wed Sep 26 03:08:40 +0000 2018,1,:)
1044782595429584898,Se a Laís n passar vcs que votam precisam rever o conceito de TheVoice e fazer uma calibragem auditiva :) #TheVoiceBrasil,Wed Sep 26 02:55:56 +0000 2018,1,:)
1044781675119603717,Agora quem nao Gosta de Priscila Tossan vamos por gentileza deixar ela em paz e quem gosta curtir as musicas dela? Obrigada :) #TheVoiceBrasil,Wed Sep 26 02:52:17 +0000 2018,1,:)
1044779523802304513,Tchau Murilo :) #TheVoiceBrasil,Wed Sep 26 02:43:44 +0000 2018,1,:)
1044775196140408837,Arrasou André! Mandou muuuuuuuuuito bem! Que orgulho #MasterChefBR :) minha torcida é dele! Vai com tudo!,Wed Sep 26 02:26:32 +0000 2018,1,:)
1044773268320923648,"Nem a Priscila acreditou que tava sendo eliminada. Mas, eu achei justo. Ela se afundou total cantando O sapo, parecia que tava desdenhando do público. Eu gostei :) #TheVoiceBrasil",Wed Sep 26 02:18:52 +0000 2018,1,:)
1044771203901280256,O único motivo pelo qual estou assistindo #AFazenda chama-se @anapaularenault :) #AFazenda10,Wed Sep 26 02:10:40 +0000 2018,1,:)
1044769562665906177,Ops @MCProAdriana1 desculpa...entendi que vc Queria outra coisa! :) #MasterChefBR,Wed Sep 26 02:04:09 +0000 2018,1,:)
1044769440355635201,Quem tá feliz dá um sorriso! :) #TimeLulu #TheVoiceBrasil https://t.co/8pmsN07SWF,Wed Sep 26 02:03:40 +0000 2018,1,:)
1044768998674640896,Nunca pensei que sentiria água na boca por causa de formiga :p #MasterChefBR,Wed Sep 26 02:01:54 +0000 2018,1,:)
1044768965568974853,"@romirandape estão fazendo um ""quibeibe"" no #MasterChefBR me lembrei de ti :p",Wed Sep 26 02:01:46 +0000 2018,1,:)
1044766827069493248,MasterChef na tela e arroz com pequi no prato! :D #MasterChefBr,Wed Sep 26 01:53:17 +0000 2018,1,:)
1044755329152540672,Já votei no #MPN! https://t.co/wjlmRh40aj #BTSArmy :)),Wed Sep 26 01:07:35 +0000 2018,1,:)
1044750918753882112,"FRASE: ""VOCÊ QUER RIR?"" em várias línguas. :D #MPN #MarianaNolasco",Wed Sep 26 00:50:04 +0000 2018,1,:)
1044716673255829504,Boa noite mundo :) #MPN #LuisMariz,Tue Sep 25 22:33:59 +0000 2018,1,:)
1044714281420361730,nosso anjo @anacaetanoc pelo olhar lindo e delicado da @fifthdwmi :) #MPN #Anavitoria https://t.co/A7q68R1arF,Tue Sep 25 22:24:29 +0000 2018,1,:)
1044708766967582722,"PRIMEIRO LUGAR NÉ 💚💛 ops,não estou vendo o Canadá :) #getyou50dol #MPN #BTS #BTSARMY https://t.co/NvGYwtcz1L",Tue Sep 25 22:02:34 +0000 2018,1,:)
1044688021440925696,oi gnt :) #MPN #LUISMARIZ,Tue Sep 25 20:40:08 +0000 2018,1,:)
1044538704226910208,Oi gente bom dia! Fotinha nova de Niall meu lindinho de agora de manhã! :) #PCAs #TheStyleStar #HarryStyles #MPN #Directioners #HarryStyles https://t.co/V1j2b0DGKW,Tue Sep 25 10:46:48 +0000 2018,1,:)
1044421982295674881,João imune :) #AFazenda10,Tue Sep 25 03:02:59 +0000 2018,1,:)
1044417479307612160,"@JjkTh97 @BTS_twt Qual seu utt do bts? Eu não tenho não nem bias porque sou muito indeciso, imagina um utt :P #MPN #BTS #BTSARMY @BTS_twt",Tue Sep 25 02:45:06 +0000 2018,1,:)
1044404868486705153,Assine o PlayPlus e acompanhe #AFazenda10 24 horas por dia :) Baixe já o aplicativo!,Tue Sep 25 01:54:59 +0000 2018,1,:)
1044404185188499456,Háblame de orgullo :´) @BTS_twt #MPN #BTS #BTSARMY https://t.co/x9LBU4Gr6q,Tue Sep 25 01:52:16 +0000 2018,1,:)
1044348459514556417,"TO FELIZ DMS,ACABEI DE COMPRAR O MEET&amp;GREET P SHOW DE SP SJXJSJZMSN #JoaoGuilherme #MPN @Joaoguiavila até logo xu :)",Mon Sep 24 22:10:50 +0000 2018,1,:)
1044337800190070784,eu tava sumida daqui mas tava votando muito no site :) #MPN #JoaoGuilherme,Mon Sep 24 21:28:29 +0000 2018,1,:)
1044337574721081345,"@Miinerato @portalMSN Eu sei bebê, eu não falei que a Gabi fez xixi não. Eu falei que antes dela tomar a punição dela por trocar de calcinha fora do reservado (ou algo assim), veio a punião do Chulapa por ter mijado na cama. É só ler direitinho, :) #AFazenda #AFazenda10",Mon Sep 24 21:27:35 +0000 2018,1,:)
1044336780777009152,@jairbolsonaro Quem você quer que vença a #AFazenda #AFazenda10 ? :),Mon Sep 24 21:24:26 +0000 2018,1,:)
1044331906916126721,@anonimaqlqr @HugoGloss Era o nome dá Cátia quando ela era Paquita da Xuxa. KKKKKKKKKKKKKK Tu deve ter -20 anos para não saber disso. Perdão. É que ainda é difícil chamar ela pelo nome normal. :) #AFazenda #AFazenda10,Mon Sep 24 21:05:04 +0000 2018,1,:)
1044204453514153985,Vamos dar esse prêmio para os meninos? Participe com a gente da Maratona MPN. Contamos com vocês :) #MPN #Um44K https://t.co/NStjqvGsjo,Mon Sep 24 12:38:36 +0000 2018,1,:)
